CodigoBarra;NomeBarra;Periodo;Carga;CodigoSubmercado;Swing
16;BARRA 16;7;27.86967803;2;False
17;BARRA 17;7;27.86967803;2;False
18;BARRA 18;7;27.86967803;2;False
19;BARRA 19;7;27.86967803;2;False
20;BARRA 20;7;27.86967803;2;False
21;BARRA 21;7;27.86967803;2;False
22;BARRA 22;7;27.86967803;2;False
23;BARRA 23;7;27.86967803;2;False
24;BARRA 24;7;52.39532414;1;False
1;BARRA 1;8;52.19490188;1;True
2;BARRA 2;8;52.19490188;1;False
3;BARRA 3;8;52.19490188;1;False
4;BARRA 4;8;52.19490188;1;False
5;BARRA 5;8;52.19490188;1;False
6;BARRA 6;8;52.19490188;1;False
7;BARRA 7;8;52.19490188;1;False
8;BARRA 8;8;52.19490188;1;False
9;BARRA 9;8;52.19490188;1;False
10;BARRA 10;8;52.19490188;1;False
11;BARRA 11;8;52.19490188;1;False
12;BARRA 12;8;52.19490188;1;False
13;BARRA 13;8;52.19490188;1;False
14;BARRA 14;8;52.19490188;1;False
15;BARRA 15;8;52.19490188;1;False
16;BARRA 16;8;27.85595049;2;False
17;BARRA 17;8;27.85595049;2;False
18;BARRA 18;8;27.85595049;2;False
19;BARRA 19;8;27.85595049;2;False
20;BARRA 20;8;27.85595049;2;False
21;BARRA 21;8;27.85595049;2;False
22;BARRA 22;8;27.85595049;2;False
23;BARRA 23;8;27.85595049;2;False
24;BARRA 24;8;52.19490188;1;False
1;BARRA 1;9;52.48180773;1;True
2;BARRA 2;9;52.48180773;1;False
3;BARRA 3;9;52.48180773;1;False
4;BARRA 4;9;52.48180773;1;False
5;BARRA 5;9;52.48180773;1;False
6;BARRA 6;9;52.48180773;1;False
7;BARRA 7;9;52.48180773;1;False
8;BARRA 8;9;52.48180773;1;False
9;BARRA 9;9;52.48180773;1;False
10;BARRA 10;9;52.48180773;1;False
11;BARRA 11;9;52.48180773;1;False
12;BARRA 12;9;52.48180773;1;False
13;BARRA 13;9;52.48180773;1;False
14;BARRA 14;9;52.48180773;1;False
15;BARRA 15;9;52.48180773;1;False
16;BARRA 16;9;28.01244456;2;False
17;BARRA 17;9;28.01244456;2;False
18;BARRA 18;9;28.01244456;2;False
19;BARRA 19;9;28.01244456;2;False
20;BARRA 20;9;28.01244456;2;False
21;BARRA 21;9;28.01244456;2;False
22;BARRA 22;9;28.01244456;2;False
23;BARRA 23;9;28.01244456;2;False
24;BARRA 24;9;52.48180773;1;False
1;BARRA 1;10;52.80303248;1;True
2;BARRA 2;10;52.80303248;1;False
3;BARRA 3;10;52.80303248;1;False
4;BARRA 4;10;52.80303248;1;False
5;BARRA 5;10;52.80303248;1;False
6;BARRA 6;10;52.80303248;1;False
7;BARRA 7;10;52.80303248;1;False
8;BARRA 8;10;52.80303248;1;False
9;BARRA 9;10;52.80303248;1;False
10;BARRA 10;10;52.80303248;1;False
11;BARRA 11;10;52.80303248;1;False
12;BARRA 12;10;52.80303248;1;False
13;BARRA 13;10;52.80303248;1;False
14;BARRA 14;10;52.80303248;1;False
15;BARRA 15;10;52.80303248;1;False
16;BARRA 16;10;28.28974115;2;False
17;BARRA 17;10;28.28974115;2;False
18;BARRA 18;10;28.28974115;2;False
19;BARRA 19;10;28.28974115;2;False
20;BARRA 20;10;28.28974115;2;False
21;BARRA 21;10;28.28974115;2;False
22;BARRA 22;10;28.28974115;2;False
23;BARRA 23;10;28.28974115;2;False
24;BARRA 24;10;52.80303248;1;False
1;BARRA 1;11;53.82161691;1;True
2;BARRA 2;11;53.82161691;1;False
3;BARRA 3;11;53.82161691;1;False
4;BARRA 4;11;53.82161691;1;False
5;BARRA 5;11;53.82161691;1;False
6;BARRA 6;11;53.82161691;1;False
7;BARRA 7;11;53.82161691;1;False
8;BARRA 8;11;53.82161691;1;False
9;BARRA 9;11;53.82161691;1;False
10;BARRA 10;11;53.82161691;1;False
11;BARRA 11;11;53.82161691;1;False
12;BARRA 12;11;53.82161691;1;False
13;BARRA 13;11;53.82161691;1;False
14;BARRA 14;11;53.82161691;1;False
15;BARRA 15;11;53.82161691;1;False
16;BARRA 16;11;29.36872682;2;False
17;BARRA 17;11;29.36872682;2;False
18;BARRA 18;11;29.36872682;2;False
19;BARRA 19;11;29.36872682;2;False
20;BARRA 20;11;29.36872682;2;False
21;BARRA 21;11;29.36872682;2;False
22;BARRA 22;11;29.36872682;2;False
23;BARRA 23;11;29.36872682;2;False
24;BARRA 24;11;53.82161691;1;False
1;BARRA 1;12;55.5416793;1;True
2;BARRA 2;12;55.5416793;1;False
3;BARRA 3;12;55.5416793;1;False
4;BARRA 4;12;55.5416793;1;False
5;BARRA 5;12;55.5416793;1;False
6;BARRA 6;12;55.5416793;1;False
7;BARRA 7;12;55.5416793;1;False
8;BARRA 8;12;55.5416793;1;False
9;BARRA 9;12;55.5416793;1;False
10;BARRA 10;12;55.5416793;1;False
11;BARRA 11;12;55.5416793;1;False
12;BARRA 12;12;55.5416793;1;False
13;BARRA 13;12;55.5416793;1;False
14;BARRA 14;12;55.5416793;1;False
15;BARRA 15;12;55.5416793;1;False
16;BARRA 16;12;30.83482946;2;False
17;BARRA 17;12;30.83482946;2;False
18;BARRA 18;12;30.83482946;2;False
19;BARRA 19;12;30.83482946;2;False
20;BARRA 20;12;30.83482946;2;False
21;BARRA 21;12;30.83482946;2;False
22;BARRA 22;12;30.83482946;2;False
23;BARRA 23;12;30.83482946;2;False
24;BARRA 24;12;55.5416793;1;False
1;BARRA 1;13;57.46353671;1;True
2;BARRA 2;13;57.46353671;1;False
3;BARRA 3;13;57.46353671;1;False
4;BARRA 4;13;57.46353671;1;False
5;BARRA 5;13;57.46353671;1;False
6;BARRA 6;13;57.46353671;1;False
7;BARRA 7;13;57.46353671;1;False
8;BARRA 8;13;57.46353671;1;False
9;BARRA 9;13;57.46353671;1;False
10;BARRA 10;13;57.46353671;1;False
11;BARRA 11;13;57.46353671;1;False
12;BARRA 12;13;57.46353671;1;False
13;BARRA 13;13;57.46353671;1;False
14;BARRA 14;13;57.46353671;1;False
15;BARRA 15;13;57.46353671;1;False
16;BARRA 16;13;33.1492949;2;False
17;BARRA 17;13;33.1492949;2;False
18;BARRA 18;13;33.1492949;2;False
19;BARRA 19;13;33.1492949;2;False
20;BARRA 20;13;33.1492949;2;False
21;BARRA 21;13;33.1492949;2;False
22;BARRA 22;13;33.1492949;2;False
23;BARRA 23;13;33.1492949;2;False
24;BARRA 24;13;57.46353671;1;False
1;BARRA 1;14;57.94674659;1;True
2;BARRA 2;14;57.94674659;1;False
3;BARRA 3;14;57.94674659;1;False
4;BARRA 4;14;57.94674659;1;False
5;BARRA 5;14;57.94674659;1;False
6;BARRA 6;14;57.94674659;1;False
7;BARRA 7;14;57.94674659;1;False
8;BARRA 8;14;57.94674659;1;False
9;BARRA 9;14;57.94674659;1;False
10;BARRA 10;14;57.94674659;1;False
11;BARRA 11;14;57.94674659;1;False
12;BARRA 12;14;57.94674659;1;False
13;BARRA 13;14;57.94674659;1;False
14;BARRA 14;14;57.94674659;1;False
15;BARRA 15;14;57.94674659;1;False
16;BARRA 16;14;34.90642167;2;False
17;BARRA 17;14;34.90642167;2;False
18;BARRA 18;14;34.90642167;2;False
19;BARRA 19;14;34.90642167;2;False
20;BARRA 20;14;34.90642167;2;False
21;BARRA 21;14;34.90642167;2;False
22;BARRA 22;14;34.90642167;2;False
23;BARRA 23;14;34.90642167;2;False
24;BARRA 24;14;57.94674659;1;False
1;BARRA 1;15;59.54326098;1;True
2;BARRA 2;15;59.54326098;1;False
3;BARRA 3;15;59.54326098;1;False
4;BARRA 4;15;59.54326098;1;False
5;BARRA 5;15;59.54326098;1;False
6;BARRA 6;15;59.54326098;1;False
7;BARRA 7;15;59.54326098;1;False
8;BARRA 8;15;59.54326098;1;False
9;BARRA 9;15;59.54326098;1;False
10;BARRA 10;15;59.54326098;1;False
11;BARRA 11;15;59.54326098;1;False
12;BARRA 12;15;59.54326098;1;False
13;BARRA 13;15;59.54326098;1;False
14;BARRA 14;15;59.54326098;1;False
15;BARRA 15;15;59.54326098;1;False
16;BARRA 16;15;36.63334782;2;False
17;BARRA 17;15;36.63334782;2;False
18;BARRA 18;15;36.63334782;2;False
19;BARRA 19;15;36.63334782;2;False
20;BARRA 20;15;36.63334782;2;False
21;BARRA 21;15;36.63334782;2;False
22;BARRA 22;15;36.63334782;2;False
23;BARRA 23;15;36.63334782;2;False
24;BARRA 24;15;59.54326098;1;False
1;BARRA 1;16;61.13840262;1;True
2;BARRA 2;16;61.13840262;1;False
3;BARRA 3;16;61.13840262;1;False
4;BARRA 4;16;61.13840262;1;False
5;BARRA 5;16;61.13840262;1;False
6;BARRA 6;16;61.13840262;1;False
7;BARRA 7;16;61.13840262;1;False
8;BARRA 8;16;61.13840262;1;False
9;BARRA 9;16;61.13840262;1;False
10;BARRA 10;16;61.13840262;1;False
11;BARRA 11;16;61.13840262;1;False
12;BARRA 12;16;61.13840262;1;False
13;BARRA 13;16;61.13840262;1;False
14;BARRA 14;16;61.13840262;1;False
15;BARRA 15;16;61.13840262;1;False
16;BARRA 16;16;37.98413904;2;False
17;BARRA 17;16;37.98413904;2;False
18;BARRA 18;16;37.98413904;2;False
19;BARRA 19;16;37.98413904;2;False
20;BARRA 20;16;37.98413904;2;False
21;BARRA 21;16;37.98413904;2;False
22;BARRA 22;16;37.98413904;2;False
23;BARRA 23;16;37.98413904;2;False
24;BARRA 24;16;61.13840262;1;False
1;BARRA 1;17;62.68687061;1;True
2;BARRA 2;17;62.68687061;1;False
3;BARRA 3;17;62.68687061;1;False
4;BARRA 4;17;62.68687061;1;False
5;BARRA 5;17;62.68687061;1;False
6;BARRA 6;17;62.68687061;1;False
7;BARRA 7;17;62.68687061;1;False
8;BARRA 8;17;62.68687061;1;False
9;BARRA 9;17;62.68687061;1;False
10;BARRA 10;17;62.68687061;1;False
11;BARRA 11;17;62.68687061;1;False
12;BARRA 12;17;62.68687061;1;False
13;BARRA 13;17;62.68687061;1;False
14;BARRA 14;17;62.68687061;1;False
15;BARRA 15;17;62.68687061;1;False
16;BARRA 16;17;39.66439154;2;False
17;BARRA 17;17;39.66439154;2;False
18;BARRA 18;17;39.66439154;2;False
19;BARRA 19;17;39.66439154;2;False
20;BARRA 20;17;39.66439154;2;False
21;BARRA 21;17;39.66439154;2;False
22;BARRA 22;17;39.66439154;2;False
23;BARRA 23;17;39.66439154;2;False
24;BARRA 24;17;62.68687061;1;False
1;BARRA 1;18;64.14473673;1;True
2;BARRA 2;18;64.14473673;1;False
3;BARRA 3;18;64.14473673;1;False
4;BARRA 4;18;64.14473673;1;False
5;BARRA 5;18;64.14473673;1;False
6;BARRA 6;18;64.14473673;1;False
7;BARRA 7;18;64.14473673;1;False
8;BARRA 8;18;64.14473673;1;False
9;BARRA 9;18;64.14473673;1;False
10;BARRA 10;18;64.14473673;1;False
11;BARRA 11;18;64.14473673;1;False
12;BARRA 12;18;64.14473673;1;False
13;BARRA 13;18;64.14473673;1;False
14;BARRA 14;18;64.14473673;1;False
15;BARRA 15;18;64.14473673;1;False
16;BARRA 16;18;40.21623917;2;False
17;BARRA 17;18;40.21623917;2;False
18;BARRA 18;18;40.21623917;2;False
19;BARRA 19;18;40.21623917;2;False
20;BARRA 20;18;40.21623917;2;False
21;BARRA 21;18;40.21623917;2;False
22;BARRA 22;18;40.21623917;2;False
23;BARRA 23;18;40.21623917;2;False
24;BARRA 24;18;64.14473673;1;False
1;BARRA 1;19;65.14547534;1;True
2;BARRA 2;19;65.14547534;1;False
3;BARRA 3;19;65.14547534;1;False
4;BARRA 4;19;65.14547534;1;False
5;BARRA 5;19;65.14547534;1;False
6;BARRA 6;19;65.14547534;1;False
7;BARRA 7;19;65.14547534;1;False
8;BARRA 8;19;65.14547534;1;False
9;BARRA 9;19;65.14547534;1;False
10;BARRA 10;19;65.14547534;1;False
11;BARRA 11;19;65.14547534;1;False
12;BARRA 12;19;65.14547534;1;False
13;BARRA 13;19;65.14547534;1;False
14;BARRA 14;19;65.14547534;1;False
15;BARRA 15;19;65.14547534;1;False
16;BARRA 16;19;40.16407446;2;False
17;BARRA 17;19;40.16407446;2;False
18;BARRA 18;19;40.16407446;2;False
19;BARRA 19;19;40.16407446;2;False
20;BARRA 20;19;40.16407446;2;False
21;BARRA 21;19;40.16407446;2;False
22;BARRA 22;19;40.16407446;2;False
23;BARRA 23;19;40.16407446;2;False
24;BARRA 24;19;65.14547534;1;False
1;BARRA 1;20;66.16680528;1;True
2;BARRA 2;20;66.16680528;1;False
3;BARRA 3;20;66.16680528;1;False
4;BARRA 4;20;66.16680528;1;False
5;BARRA 5;20;66.16680528;1;False
6;BARRA 6;20;66.16680528;1;False
7;BARRA 7;20;66.16680528;1;False
8;BARRA 8;20;66.16680528;1;False
9;BARRA 9;20;66.16680528;1;False
10;BARRA 10;20;66.16680528;1;False
11;BARRA 11;20;66.16680528;1;False
12;BARRA 12;20;66.16680528;1;False
13;BARRA 13;20;66.16680528;1;False
14;BARRA 14;20;66.16680528;1;False
15;BARRA 15;20;66.16680528;1;False
16;BARRA 16;20;40.49902674;2;False
17;BARRA 17;20;40.49902674;2;False
18;BARRA 18;20;40.49902674;2;False
19;BARRA 19;20;40.49902674;2;False
20;BARRA 20;20;40.49902674;2;False
21;BARRA 21;20;40.49902674;2;False
22;BARRA 22;20;40.49902674;2;False
23;BARRA 23;20;40.49902674;2;False
24;BARRA 24;20;66.16680528;1;False
1;BARRA 1;21;67.49425967;1;True
2;BARRA 2;21;67.49425967;1;False
3;BARRA 3;21;67.49425967;1;False
4;BARRA 4;21;67.49425967;1;False
5;BARRA 5;21;67.49425967;1;False
6;BARRA 6;21;67.49425967;1;False
7;BARRA 7;21;67.49425967;1;False
8;BARRA 8;21;67.49425967;1;False
9;BARRA 9;21;67.49425967;1;False
10;BARRA 10;21;67.49425967;1;False
11;BARRA 11;21;67.49425967;1;False
12;BARRA 12;21;67.49425967;1;False
13;BARRA 13;21;67.49425967;1;False
14;BARRA 14;21;67.49425967;1;False
15;BARRA 15;21;67.49425967;1;False
16;BARRA 16;21;41.16344031;2;False
17;BARRA 17;21;41.16344031;2;False
18;BARRA 18;21;41.16344031;2;False
19;BARRA 19;21;41.16344031;2;False
20;BARRA 20;21;41.16344031;2;False
21;BARRA 21;21;41.16344031;2;False
22;BARRA 22;21;41.16344031;2;False
23;BARRA 23;21;41.16344031;2;False
24;BARRA 24;21;67.49425967;1;False
1;BARRA 1;22;68.35360447;1;True
2;BARRA 2;22;68.35360447;1;False
3;BARRA 3;22;68.35360447;1;False
4;BARRA 4;22;68.35360447;1;False
5;BARRA 5;22;68.35360447;1;False
6;BARRA 6;22;68.35360447;1;False
7;BARRA 7;22;68.35360447;1;False
8;BARRA 8;22;68.35360447;1;False
9;BARRA 9;22;68.35360447;1;False
10;BARRA 10;22;68.35360447;1;False
11;BARRA 11;22;68.35360447;1;False
12;BARRA 12;22;68.35360447;1;False
13;BARRA 13;22;68.35360447;1;False
14;BARRA 14;22;68.35360447;1;False
15;BARRA 15;22;68.35360447;1;False
16;BARRA 16;22;41.84707245;2;False
17;BARRA 17;22;41.84707245;2;False
18;BARRA 18;22;41.84707245;2;False
19;BARRA 19;22;41.84707245;2;False
20;BARRA 20;22;41.84707245;2;False
21;BARRA 21;22;41.84707245;2;False
22;BARRA 22;22;41.84707245;2;False
23;BARRA 23;22;41.84707245;2;False
24;BARRA 24;22;68.35360447;1;False
1;BARRA 1;23;68.89309733;1;True
2;BARRA 2;23;68.89309733;1;False
3;BARRA 3;23;68.89309733;1;False
4;BARRA 4;23;68.89309733;1;False
5;BARRA 5;23;68.89309733;1;False
6;BARRA 6;23;68.89309733;1;False
7;BARRA 7;23;68.89309733;1;False
8;BARRA 8;23;68.89309733;1;False
9;BARRA 9;23;68.89309733;1;False
10;BARRA 10;23;68.89309733;1;False
11;BARRA 11;23;68.89309733;1;False
12;BARRA 12;23;68.89309733;1;False
13;BARRA 13;23;68.89309733;1;False
14;BARRA 14;23;68.89309733;1;False
15;BARRA 15;23;68.89309733;1;False
16;BARRA 16;23;42.2204619;2;False
17;BARRA 17;23;42.2204619;2;False
18;BARRA 18;23;42.2204619;2;False
19;BARRA 19;23;42.2204619;2;False
20;BARRA 20;23;42.2204619;2;False
21;BARRA 21;23;42.2204619;2;False
22;BARRA 22;23;42.2204619;2;False
23;BARRA 23;23;42.2204619;2;False
24;BARRA 24;23;68.89309733;1;False
1;BARRA 1;24;69.25138647;1;True
2;BARRA 2;24;69.25138647;1;False
3;BARRA 3;24;69.25138647;1;False
4;BARRA 4;24;69.25138647;1;False
5;BARRA 5;24;69.25138647;1;False
6;BARRA 6;24;69.25138647;1;False
7;BARRA 7;24;69.25138647;1;False
8;BARRA 8;24;69.25138647;1;False
9;BARRA 9;24;69.25138647;1;False
10;BARRA 10;24;69.25138647;1;False
11;BARRA 11;24;69.25138647;1;False
12;BARRA 12;24;69.25138647;1;False
13;BARRA 13;24;69.25138647;1;False
14;BARRA 14;24;69.25138647;1;False
15;BARRA 15;24;69.25138647;1;False
16;BARRA 16;24;41.17167686;2;False
17;BARRA 17;24;41.17167686;2;False
18;BARRA 18;24;41.17167686;2;False
19;BARRA 19;24;41.17167686;2;False
20;BARRA 20;24;41.17167686;2;False
21;BARRA 21;24;41.17167686;2;False
22;BARRA 22;24;41.17167686;2;False
23;BARRA 23;24;41.17167686;2;False
24;BARRA 24;24;69.25138647;1;False
1;BARRA 1;25;68.88623353;1;True
2;BARRA 2;25;68.88623353;1;False
3;BARRA 3;25;68.88623353;1;False
4;BARRA 4;25;68.88623353;1;False
5;BARRA 5;25;68.88623353;1;False
6;BARRA 6;25;68.88623353;1;False
7;BARRA 7;25;68.88623353;1;False
8;BARRA 8;25;68.88623353;1;False
9;BARRA 9;25;68.88623353;1;False
10;BARRA 10;25;68.88623353;1;False
11;BARRA 11;25;68.88623353;1;False
12;BARRA 12;25;68.88623353;1;False
13;BARRA 13;25;68.88623353;1;False
14;BARRA 14;25;68.88623353;1;False
15;BARRA 15;25;68.88623353;1;False
16;BARRA 16;25;38.93683124;2;False
17;BARRA 17;25;38.93683124;2;False
18;BARRA 18;25;38.93683124;2;False
19;BARRA 19;25;38.93683124;2;False
20;BARRA 20;25;38.93683124;2;False
21;BARRA 21;25;38.93683124;2;False
22;BARRA 22;25;38.93683124;2;False
23;BARRA 23;25;38.93683124;2;False
24;BARRA 24;25;68.88623353;1;False
1;BARRA 1;26;68.3494862;1;True
2;BARRA 2;26;68.3494862;1;False
3;BARRA 3;26;68.3494862;1;False
4;BARRA 4;26;68.3494862;1;False
5;BARRA 5;26;68.3494862;1;False
6;BARRA 6;26;68.3494862;1;False
7;BARRA 7;26;68.3494862;1;False
8;BARRA 8;26;68.3494862;1;False
9;BARRA 9;26;68.3494862;1;False
10;BARRA 10;26;68.3494862;1;False
11;BARRA 11;26;68.3494862;1;False
12;BARRA 12;26;68.3494862;1;False
13;BARRA 13;26;68.3494862;1;False
14;BARRA 14;26;68.3494862;1;False
15;BARRA 15;26;68.3494862;1;False
16;BARRA 16;26;38.26692665;2;False
17;BARRA 17;26;38.26692665;2;False
18;BARRA 18;26;38.26692665;2;False
19;BARRA 19;26;38.26692665;2;False
20;BARRA 20;26;38.26692665;2;False
21;BARRA 21;26;38.26692665;2;False
22;BARRA 22;26;38.26692665;2;False
23;BARRA 23;26;38.26692665;2;False
24;BARRA 24;26;68.3494862;1;False
1;BARRA 1;27;69.399644;1;True
2;BARRA 2;27;69.399644;1;False
3;BARRA 3;27;69.399644;1;False
4;BARRA 4;27;69.399644;1;False
5;BARRA 5;27;69.399644;1;False
6;BARRA 6;27;69.399644;1;False
7;BARRA 7;27;69.399644;1;False
8;BARRA 8;27;69.399644;1;False
9;BARRA 9;27;69.399644;1;False
10;BARRA 10;27;69.399644;1;False
11;BARRA 11;27;69.399644;1;False
12;BARRA 12;27;69.399644;1;False
13;BARRA 13;27;69.399644;1;False
14;BARRA 14;27;69.399644;1;False
15;BARRA 15;27;69.399644;1;False
16;BARRA 16;27;39.57378968;2;False
17;BARRA 17;27;39.57378968;2;False
18;BARRA 18;27;39.57378968;2;False
19;BARRA 19;27;39.57378968;2;False
20;BARRA 20;27;39.57378968;2;False
21;BARRA 21;27;39.57378968;2;False
22;BARRA 22;27;39.57378968;2;False
23;BARRA 23;27;39.57378968;2;False
24;BARRA 24;27;69.399644;1;False
1;BARRA 1;28;70.2109424;1;True
2;BARRA 2;28;70.2109424;1;False
3;BARRA 3;28;70.2109424;1;False
4;BARRA 4;28;70.2109424;1;False
5;BARRA 5;28;70.2109424;1;False
6;BARRA 6;28;70.2109424;1;False
7;BARRA 7;28;70.2109424;1;False
8;BARRA 8;28;70.2109424;1;False
9;BARRA 9;28;70.2109424;1;False
10;BARRA 10;28;70.2109424;1;False
11;BARRA 11;28;70.2109424;1;False
12;BARRA 12;28;70.2109424;1;False
13;BARRA 13;28;70.2109424;1;False
14;BARRA 14;28;70.2109424;1;False
15;BARRA 15;28;70.2109424;1;False
