Codigo;Periodo;Nome;Afluencia;Retirada
18;40; PROMISSAO    ;53;3.7
18;42; NAVANHANDAVA ;21;4.4
18;43; TRES IRMAOS  ;24;4.4
18;45; JUPIA        ;383;1.8
18;46; P. PRIMAVERA ;660;17.8
18;47; A.A. LAYDNER ;100;6.9
18;48; PIRAJU       ;2;0.1
19;1; CAMARGOS     ;101;0.6
19;2; ITUTINGA     ;0;0
19;4; FUNIL-GRANDE ;178;3.8
19;6; FURNAS       ;518;11
19;7; M. DE MORAES ;188;1.1
19;8; ESTREITO     ;43;0.2
19;9; JAGUARA      ;18;0.2
19;10; IGARAPAVA    ;51;0.3
19;11; VOLTA GRANDE ;115;2.4
19;12; P. COLOMBIA  ;279;9.4
19;14; CACONDE      ;45;1.2
19;15; E. DA CUNHA  ;28;2.1
19;16; A.S.OLIVEIRA ;1;0.1
19;17; MARIMBONDO   ;575;55.7
19;18; A. VERMELHA  ;305;9.8
19;20; BATALHA      ;197;4.6
19;21; SERRA FACAO  ;123;0.9
19;24; EMBORCACAO   ;421;13.1
19;25; NOVA PONTE   ;410;2.2
19;26; MIRANDA      ;17;1.5
19;27; CAPIM BRANC1 ;2;0.6
19;28; CAPIM BRANC2 ;5;1.5
19;29; CORUMBA IV   ;127;3.1
19;30; CORUMBA I    ;299;5.8
19;31; ITUMBIARA    ;392;13.6
19;32; CACH.DOURADA ;69;1.6
19;33; SAO SIMAO    ;1153;26
19;34; I. SOLTEIRA  ;369;4.1
19;37; BARRA BONITA ;281;55.3
19;38; A.S. LIMA    ;76;7.9
19;39; IBITINGA     ;146;5.5
19;40; PROMISSAO    ;53;3.7
19;42; NAVANHANDAVA ;21;4.4
19;43; TRES IRMAOS  ;24;4.4
19;45; JUPIA        ;383;1.8
19;46; P. PRIMAVERA ;660;17.8
19;47; A.A. LAYDNER ;100;6.9
19;48; PIRAJU       ;2;0.1
20;1; CAMARGOS     ;101;0.6
20;2; ITUTINGA     ;0;0
20;4; FUNIL-GRANDE ;178;3.8
20;6; FURNAS       ;518;11
20;7; M. DE MORAES ;188;1.1
20;8; ESTREITO     ;43;0.2
20;9; JAGUARA      ;18;0.2
20;10; IGARAPAVA    ;51;0.3
20;11; VOLTA GRANDE ;115;2.4
20;12; P. COLOMBIA  ;279;9.4
20;14; CACONDE      ;45;1.2
20;15; E. DA CUNHA  ;28;2.1
20;16; A.S.OLIVEIRA ;1;0.1
20;17; MARIMBONDO   ;575;55.7
20;18; A. VERMELHA  ;305;9.8
20;20; BATALHA      ;197;4.6
20;21; SERRA FACAO  ;123;0.9
20;24; EMBORCACAO   ;421;13.1
20;25; NOVA PONTE   ;410;2.2
20;26; MIRANDA      ;17;1.5
20;27; CAPIM BRANC1 ;2;0.6
20;28; CAPIM BRANC2 ;5;1.5
20;29; CORUMBA IV   ;127;3.1
20;30; CORUMBA I    ;299;5.8
20;31; ITUMBIARA    ;392;13.6
20;32; CACH.DOURADA ;69;1.6
20;33; SAO SIMAO    ;1153;26
20;34; I. SOLTEIRA  ;369;4.1
20;37; BARRA BONITA ;281;55.3
20;38; A.S. LIMA    ;76;7.9
20;39; IBITINGA     ;146;5.5
20;40; PROMISSAO    ;53;3.7
20;42; NAVANHANDAVA ;21;4.4
20;43; TRES IRMAOS  ;24;4.4
20;45; JUPIA        ;383;1.8
20;46; P. PRIMAVERA ;660;17.8
20;47; A.A. LAYDNER ;100;6.9
20;48; PIRAJU       ;2;0.1
21;1; CAMARGOS     ;101;0.6
21;2; ITUTINGA     ;0;0
21;4; FUNIL-GRANDE ;178;3.8
21;6; FURNAS       ;518;11
21;7; M. DE MORAES ;188;1.1
21;8; ESTREITO     ;43;0.2
21;9; JAGUARA      ;18;0.2
21;10; IGARAPAVA    ;51;0.3
21;11; VOLTA GRANDE ;115;2.4
21;12; P. COLOMBIA  ;279;9.4
21;14; CACONDE      ;45;1.2
21;15; E. DA CUNHA  ;28;2.1
21;16; A.S.OLIVEIRA ;1;0.1
21;17; MARIMBONDO   ;575;55.7
21;18; A. VERMELHA  ;305;9.8
21;20; BATALHA      ;197;4.6
21;21; SERRA FACAO  ;123;0.9
21;24; EMBORCACAO   ;421;13.1
21;25; NOVA PONTE   ;410;2.2
21;26; MIRANDA      ;17;1.5
21;27; CAPIM BRANC1 ;2;0.6
21;28; CAPIM BRANC2 ;5;1.5
21;29; CORUMBA IV   ;127;3.1
21;30; CORUMBA I    ;299;5.8
21;31; ITUMBIARA    ;392;13.6
21;32; CACH.DOURADA ;69;1.6
21;33; SAO SIMAO    ;1153;26
21;34; I. SOLTEIRA  ;369;4.1
21;37; BARRA BONITA ;281;55.3
21;38; A.S. LIMA    ;76;7.9
21;39; IBITINGA     ;146;5.5
21;40; PROMISSAO    ;53;3.7
21;42; NAVANHANDAVA ;21;4.4
21;43; TRES IRMAOS  ;24;4.4
21;45; JUPIA        ;383;1.8
21;46; P. PRIMAVERA ;660;17.8
21;47; A.A. LAYDNER ;100;6.9
21;48; PIRAJU       ;2;0.1
22;1; CAMARGOS     ;101;0.6
22;2; ITUTINGA     ;0;0
22;4; FUNIL-GRANDE ;178;3.8
22;6; FURNAS       ;518;11
22;7; M. DE MORAES ;188;1.1
22;8; ESTREITO     ;43;0.2
22;9; JAGUARA      ;18;0.2
22;10; IGARAPAVA    ;51;0.3
22;11; VOLTA GRANDE ;115;2.4
22;12; P. COLOMBIA  ;279;9.4
22;14; CACONDE      ;45;1.2
22;15; E. DA CUNHA  ;28;2.1
22;16; A.S.OLIVEIRA ;1;0.1
22;17; MARIMBONDO   ;575;55.7
22;18; A. VERMELHA  ;305;9.8
22;20; BATALHA      ;197;4.6
22;21; SERRA FACAO  ;123;0.9
22;24; EMBORCACAO   ;421;13.1
22;25; NOVA PONTE   ;410;2.2
22;26; MIRANDA      ;17;1.5
22;27; CAPIM BRANC1 ;2;0.6
22;28; CAPIM BRANC2 ;5;1.5
22;29; CORUMBA IV   ;127;3.1
22;30; CORUMBA I    ;299;5.8
22;31; ITUMBIARA    ;392;13.6
22;32; CACH.DOURADA ;69;1.6
22;33; SAO SIMAO    ;1153;26
22;34; I. SOLTEIRA  ;369;4.1
22;37; BARRA BONITA ;281;55.3
22;38; A.S. LIMA    ;76;7.9
22;39; IBITINGA     ;146;5.5
22;40; PROMISSAO    ;53;3.7
22;42; NAVANHANDAVA ;21;4.4
22;43; TRES IRMAOS  ;24;4.4
22;45; JUPIA        ;383;1.8
22;46; P. PRIMAVERA ;660;17.8
22;47; A.A. LAYDNER ;100;6.9
22;48; PIRAJU       ;2;0.1
23;1; CAMARGOS     ;101;0.6
23;2; ITUTINGA     ;0;0
23;4; FUNIL-GRANDE ;178;3.8
23;6; FURNAS       ;518;11
23;7; M. DE MORAES ;188;1.1
23;8; ESTREITO     ;43;0.2
23;9; JAGUARA      ;18;0.2
23;10; IGARAPAVA    ;51;0.3
23;11; VOLTA GRANDE ;115;2.4
23;12; P. COLOMBIA  ;279;9.4
23;14; CACONDE      ;45;1.2
23;15; E. DA CUNHA  ;28;2.1
23;16; A.S.OLIVEIRA ;1;0.1
23;17; MARIMBONDO   ;575;55.7
23;18; A. VERMELHA  ;305;9.8
23;20; BATALHA      ;197;4.6
23;21; SERRA FACAO  ;123;0.9
23;24; EMBORCACAO   ;421;13.1
23;25; NOVA PONTE   ;410;2.2
23;26; MIRANDA      ;17;1.5
23;27; CAPIM BRANC1 ;2;0.6
23;28; CAPIM BRANC2 ;5;1.5
23;29; CORUMBA IV   ;127;3.1
23;30; CORUMBA I    ;299;5.8
23;31; ITUMBIARA    ;392;13.6
23;32; CACH.DOURADA ;69;1.6
23;33; SAO SIMAO    ;1153;26
23;34; I. SOLTEIRA  ;369;4.1
23;37; BARRA BONITA ;281;55.3
23;38; A.S. LIMA    ;76;7.9
23;39; IBITINGA     ;146;5.5
23;40; PROMISSAO    ;53;3.7
23;42; NAVANHANDAVA ;21;4.4
23;43; TRES IRMAOS  ;24;4.4
23;45; JUPIA        ;383;1.8
23;46; P. PRIMAVERA ;660;17.8
23;47; A.A. LAYDNER ;100;6.9
23;48; PIRAJU       ;2;0.1
24;1; CAMARGOS     ;101;0.6
24;2; ITUTINGA     ;0;0
24;4; FUNIL-GRANDE ;178;3.8
24;6; FURNAS       ;518;11
24;7; M. DE MORAES ;188;1.1
24;8; ESTREITO     ;43;0.2
24;9; JAGUARA      ;18;0.2
24;10; IGARAPAVA    ;51;0.3
24;11; VOLTA GRANDE ;115;2.4
24;12; P. COLOMBIA  ;279;9.4
24;14; CACONDE      ;45;1.2
24;15; E. DA CUNHA  ;28;2.1
24;16; A.S.OLIVEIRA ;1;0.1
24;17; MARIMBONDO   ;575;55.7
24;18; A. VERMELHA  ;305;9.8
24;20; BATALHA      ;197;4.6
24;21; SERRA FACAO  ;123;0.9
24;24; EMBORCACAO   ;421;13.1
24;25; NOVA PONTE   ;410;2.2
24;26; MIRANDA      ;17;1.5
24;27; CAPIM BRANC1 ;2;0.6
24;28; CAPIM BRANC2 ;5;1.5
24;29; CORUMBA IV   ;127;3.1
24;30; CORUMBA I    ;299;5.8
24;31; ITUMBIARA    ;392;13.6
24;32; CACH.DOURADA ;69;1.6
24;33; SAO SIMAO    ;1153;26
24;34; I. SOLTEIRA  ;369;4.1
24;37; BARRA BONITA ;281;55.3
24;38; A.S. LIMA    ;76;7.9
24;39; IBITINGA     ;146;5.5
24;40; PROMISSAO    ;53;3.7
24;42; NAVANHANDAVA ;21;4.4
24;43; TRES IRMAOS  ;24;4.4
24;45; JUPIA        ;383;1.8
24;46; P. PRIMAVERA ;660;17.8
24;47; A.A. LAYDNER ;100;6.9
24;48; PIRAJU       ;2;0.1
25;1; CAMARGOS     ;101;0.6
25;2; ITUTINGA     ;0;0
25;4; FUNIL-GRANDE ;178;3.8
25;6; FURNAS       ;518;11
25;7; M. DE MORAES ;188;1.1
25;8; ESTREITO     ;43;0.2
25;9; JAGUARA      ;18;0.2
25;10; IGARAPAVA    ;51;0.3
25;11; VOLTA GRANDE ;115;2.4
25;12; P. COLOMBIA  ;279;9.4
25;14; CACONDE      ;45;1.2
25;15; E. DA CUNHA  ;28;2.1
25;16; A.S.OLIVEIRA ;1;0.1
25;17; MARIMBONDO   ;575;55.7
25;18; A. VERMELHA  ;305;9.8
25;20; BATALHA      ;197;4.6
25;21; SERRA FACAO  ;123;0.9
25;24; EMBORCACAO   ;421;13.1
25;25; NOVA PONTE   ;410;2.2
25;26; MIRANDA      ;17;1.5
25;27; CAPIM BRANC1 ;2;0.6
25;28; CAPIM BRANC2 ;5;1.5
25;29; CORUMBA IV   ;127;3.1
25;30; CORUMBA I    ;299;5.8
25;31; ITUMBIARA    ;392;13.6
25;32; CACH.DOURADA ;69;1.6
25;33; SAO SIMAO    ;1153;26
25;34; I. SOLTEIRA  ;369;4.1
25;37; BARRA BONITA ;281;55.3
25;38; A.S. LIMA    ;76;7.9
25;39; IBITINGA     ;146;5.5
25;40; PROMISSAO    ;53;3.7
25;42; NAVANHANDAVA ;21;4.4
25;43; TRES IRMAOS  ;24;4.4
25;45; JUPIA        ;383;1.8
25;46; P. PRIMAVERA ;660;17.8
25;47; A.A. LAYDNER ;100;6.9
25;48; PIRAJU       ;2;0.1
26;1; CAMARGOS     ;101;0.6
26;2; ITUTINGA     ;0;0
26;4; FUNIL-GRANDE ;178;3.8
26;6; FURNAS       ;518;11
26;7; M. DE MORAES ;188;1.1
26;8; ESTREITO     ;43;0.2
26;9; JAGUARA      ;18;0.2
26;10; IGARAPAVA    ;51;0.3
26;11; VOLTA GRANDE ;115;2.4
26;12; P. COLOMBIA  ;279;9.4
26;14; CACONDE      ;45;1.2
26;15; E. DA CUNHA  ;28;2.1
26;16; A.S.OLIVEIRA ;1;0.1
26;17; MARIMBONDO   ;575;55.7
26;18; A. VERMELHA  ;305;9.8
26;20; BATALHA      ;197;4.6
26;21; SERRA FACAO  ;123;0.9
26;24; EMBORCACAO   ;421;13.1
26;25; NOVA PONTE   ;410;2.2
26;26; MIRANDA      ;17;1.5
26;27; CAPIM BRANC1 ;2;0.6
26;28; CAPIM BRANC2 ;5;1.5
26;29; CORUMBA IV   ;127;3.1
26;30; CORUMBA I    ;299;5.8
26;31; ITUMBIARA    ;392;13.6
26;32; CACH.DOURADA ;69;1.6
26;33; SAO SIMAO    ;1153;26
26;34; I. SOLTEIRA  ;369;4.1
26;37; BARRA BONITA ;281;55.3
26;38; A.S. LIMA    ;76;7.9
26;39; IBITINGA     ;146;5.5
26;40; PROMISSAO    ;53;3.7
26;42; NAVANHANDAVA ;21;4.4
26;43; TRES IRMAOS  ;24;4.4
26;45; JUPIA        ;383;1.8
26;46; P. PRIMAVERA ;660;17.8
26;47; A.A. LAYDNER ;100;6.9
26;48; PIRAJU       ;2;0.1
27;1; CAMARGOS     ;101;0.6
27;2; ITUTINGA     ;0;0
27;4; FUNIL-GRANDE ;178;3.8
27;6; FURNAS       ;518;11
27;7; M. DE MORAES ;188;1.1
27;8; ESTREITO     ;43;0.2
27;9; JAGUARA      ;18;0.2
27;10; IGARAPAVA    ;51;0.3
27;11; VOLTA GRANDE ;115;2.4
27;12; P. COLOMBIA  ;279;9.4
27;14; CACONDE      ;45;1.2
27;15; E. DA CUNHA  ;28;2.1
27;16; A.S.OLIVEIRA ;1;0.1
27;17; MARIMBONDO   ;575;55.7
27;18; A. VERMELHA  ;305;9.8
27;20; BATALHA      ;197;4.6
27;21; SERRA FACAO  ;123;0.9
27;24; EMBORCACAO   ;421;13.1
27;25; NOVA PONTE   ;410;2.2
27;26; MIRANDA      ;17;1.5
27;27; CAPIM BRANC1 ;2;0.6
27;28; CAPIM BRANC2 ;5;1.5
27;29; CORUMBA IV   ;127;3.1
27;30; CORUMBA I    ;299;5.8
27;31; ITUMBIARA    ;392;13.6
27;32; CACH.DOURADA ;69;1.6
27;33; SAO SIMAO    ;1153;26
27;34; I. SOLTEIRA  ;369;4.1
27;37; BARRA BONITA ;281;55.3
27;38; A.S. LIMA    ;76;7.9
27;39; IBITINGA     ;146;5.5
27;40; PROMISSAO    ;53;3.7
27;42; NAVANHANDAVA ;21;4.4
27;43; TRES IRMAOS  ;24;4.4
27;45; JUPIA        ;383;1.8
27;46; P. PRIMAVERA ;660;17.8
27;47; A.A. LAYDNER ;100;6.9
27;48; PIRAJU       ;2;0.1
28;1; CAMARGOS     ;101;0.6
28;2; ITUTINGA     ;0;0
28;4; FUNIL-GRANDE ;178;3.8
28;6; FURNAS       ;518;11
28;7; M. DE MORAES ;188;1.1
28;8; ESTREITO     ;43;0.2
28;9; JAGUARA      ;18;0.2
28;10; IGARAPAVA    ;51;0.3
28;11; VOLTA GRANDE ;115;2.4
28;12; P. COLOMBIA  ;279;9.4
28;14; CACONDE      ;45;1.2
28;15; E. DA CUNHA  ;28;2.1
28;16; A.S.OLIVEIRA ;1;0.1
28;17; MARIMBONDO   ;575;55.7
28;18; A. VERMELHA  ;305;9.8
28;20; BATALHA      ;197;4.6
28;21; SERRA FACAO  ;123;0.9
28;24; EMBORCACAO   ;421;13.1
28;25; NOVA PONTE   ;410;2.2
28;26; MIRANDA      ;17;1.5
28;27; CAPIM BRANC1 ;2;0.6
28;28; CAPIM BRANC2 ;5;1.5
28;29; CORUMBA IV   ;127;3.1
28;30; CORUMBA I    ;299;5.8
28;31; ITUMBIARA    ;392;13.6
28;32; CACH.DOURADA ;69;1.6
28;33; SAO SIMAO    ;1153;26
28;34; I. SOLTEIRA  ;369;4.1
28;37; BARRA BONITA ;281;55.3
28;38; A.S. LIMA    ;76;7.9
28;39; IBITINGA     ;146;5.5
28;40; PROMISSAO    ;53;3.7
28;42; NAVANHANDAVA ;21;4.4
28;43; TRES IRMAOS  ;24;4.4
28;45; JUPIA        ;383;1.8
28;46; P. PRIMAVERA ;660;17.8
28;47; A.A. LAYDNER ;100;6.9
28;48; PIRAJU       ;2;0.1
29;1; CAMARGOS     ;101;0.6
29;2; ITUTINGA     ;0;0
29;4; FUNIL-GRANDE ;178;3.8
29;6; FURNAS       ;518;11
29;7; M. DE MORAES ;188;1.1
29;8; ESTREITO     ;43;0.2
29;9; JAGUARA      ;18;0.2
29;10; IGARAPAVA    ;51;0.3
29;11; VOLTA GRANDE ;115;2.4
29;12; P. COLOMBIA  ;279;9.4
29;14; CACONDE      ;45;1.2
29;15; E. DA CUNHA  ;28;2.1
29;16; A.S.OLIVEIRA ;1;0.1
29;17; MARIMBONDO   ;575;55.7
29;18; A. VERMELHA  ;305;9.8
29;20; BATALHA      ;197;4.6
29;21; SERRA FACAO  ;123;0.9
29;24; EMBORCACAO   ;421;13.1
29;25; NOVA PONTE   ;410;2.2
29;26; MIRANDA      ;17;1.5
29;27; CAPIM BRANC1 ;2;0.6
29;28; CAPIM BRANC2 ;5;1.5
29;29; CORUMBA IV   ;127;3.1
29;30; CORUMBA I    ;299;5.8
29;31; ITUMBIARA    ;392;13.6
29;32; CACH.DOURADA ;69;1.6
29;33; SAO SIMAO    ;1153;26
29;34; I. SOLTEIRA  ;369;4.1
29;37; BARRA BONITA ;281;55.3
29;38; A.S. LIMA    ;76;7.9
29;39; IBITINGA     ;146;5.5
29;40; PROMISSAO    ;53;3.7
29;42; NAVANHANDAVA ;21;4.4
29;43; TRES IRMAOS  ;24;4.4
29;45; JUPIA        ;383;1.8
29;46; P. PRIMAVERA ;660;17.8
29;47; A.A. LAYDNER ;100;6.9
29;48; PIRAJU       ;2;0.1
30;1; CAMARGOS     ;101;0.6
30;2; ITUTINGA     ;0;0
30;4; FUNIL-GRANDE ;178;3.8
30;6; FURNAS       ;518;11
30;7; M. DE MORAES ;188;1.1
30;8; ESTREITO     ;43;0.2
30;9; JAGUARA      ;18;0.2
30;10; IGARAPAVA    ;51;0.3
30;11; VOLTA GRANDE ;115;2.4
30;12; P. COLOMBIA  ;279;9.4
30;14; CACONDE      ;45;1.2
30;15; E. DA CUNHA  ;28;2.1
30;16; A.S.OLIVEIRA ;1;0.1
30;17; MARIMBONDO   ;575;55.7
30;18; A. VERMELHA  ;305;9.8
30;20; BATALHA      ;197;4.6
30;21; SERRA FACAO  ;123;0.9
30;24; EMBORCACAO   ;421;13.1
30;25; NOVA PONTE   ;410;2.2
30;26; MIRANDA      ;17;1.5
30;27; CAPIM BRANC1 ;2;0.6
30;28; CAPIM BRANC2 ;5;1.5
30;29; CORUMBA IV   ;127;3.1
30;30; CORUMBA I    ;299;5.8
30;31; ITUMBIARA    ;392;13.6
30;32; CACH.DOURADA ;69;1.6
30;33; SAO SIMAO    ;1153;26
30;34; I. SOLTEIRA  ;369;4.1
30;37; BARRA BONITA ;281;55.3
30;38; A.S. LIMA    ;76;7.9
30;39; IBITINGA     ;146;5.5
30;40; PROMISSAO    ;53;3.7
30;42; NAVANHANDAVA ;21;4.4
30;43; TRES IRMAOS  ;24;4.4
30;45; JUPIA        ;383;1.8
30;46; P. PRIMAVERA ;660;17.8
30;47; A.A. LAYDNER ;100;6.9
30;48; PIRAJU       ;2;0.1
31;1; CAMARGOS     ;101;0.6
31;2; ITUTINGA     ;0;0
31;4; FUNIL-GRANDE ;178;3.8
31;6; FURNAS       ;518;11
31;7; M. DE MORAES ;188;1.1
31;8; ESTREITO     ;43;0.2
31;9; JAGUARA      ;18;0.2
31;10; IGARAPAVA    ;51;0.3
31;11; VOLTA GRANDE ;115;2.4
31;12; P. COLOMBIA  ;279;9.4
31;14; CACONDE      ;45;1.2
31;15; E. DA CUNHA  ;28;2.1
31;16; A.S.OLIVEIRA ;1;0.1
31;17; MARIMBONDO   ;575;55.7
31;18; A. VERMELHA  ;305;9.8
31;20; BATALHA      ;197;4.6
31;21; SERRA FACAO  ;123;0.9
31;24; EMBORCACAO   ;421;13.1
31;25; NOVA PONTE   ;410;2.2
31;26; MIRANDA      ;17;1.5
31;27; CAPIM BRANC1 ;2;0.6
31;28; CAPIM BRANC2 ;5;1.5
31;29; CORUMBA IV   ;127;3.1
31;30; CORUMBA I    ;299;5.8
31;31; ITUMBIARA    ;392;13.6
31;32; CACH.DOURADA ;69;1.6
31;33; SAO SIMAO    ;1153;26
31;34; I. SOLTEIRA  ;369;4.1
31;37; BARRA BONITA ;281;55.3
31;38; A.S. LIMA    ;76;7.9
31;39; IBITINGA     ;146;5.5
31;40; PROMISSAO    ;53;3.7
31;42; NAVANHANDAVA ;21;4.4
31;43; TRES IRMAOS  ;24;4.4
31;45; JUPIA        ;383;1.8
31;46; P. PRIMAVERA ;660;17.8
31;47; A.A. LAYDNER ;100;6.9
31;48; PIRAJU       ;2;0.1
32;1; CAMARGOS     ;101;0.6
32;2; ITUTINGA     ;0;0
32;4; FUNIL-GRANDE ;178;3.8
32;6; FURNAS       ;518;11
32;7; M. DE MORAES ;188;1.1
32;8; ESTREITO     ;43;0.2
32;9; JAGUARA      ;18;0.2
32;10; IGARAPAVA    ;51;0.3
32;11; VOLTA GRANDE ;115;2.4
32;12; P. COLOMBIA  ;279;9.4
32;14; CACONDE      ;45;1.2
32;15; E. DA CUNHA  ;28;2.1
32;16; A.S.OLIVEIRA ;1;0.1
32;17; MARIMBONDO   ;575;55.7
32;18; A. VERMELHA  ;305;9.8
32;20; BATALHA      ;197;4.6
32;21; SERRA FACAO  ;123;0.9
32;24; EMBORCACAO   ;421;13.1
32;25; NOVA PONTE   ;410;2.2
32;26; MIRANDA      ;17;1.5
32;27; CAPIM BRANC1 ;2;0.6
32;28; CAPIM BRANC2 ;5;1.5
32;29; CORUMBA IV   ;127;3.1
32;30; CORUMBA I    ;299;5.8
32;31; ITUMBIARA    ;392;13.6
32;32; CACH.DOURADA ;69;1.6
32;33; SAO SIMAO    ;1153;26
32;34; I. SOLTEIRA  ;369;4.1
32;37; BARRA BONITA ;281;55.3
32;38; A.S. LIMA    ;76;7.9
32;39; IBITINGA     ;146;5.5
32;40; PROMISSAO    ;53;3.7
32;42; NAVANHANDAVA ;21;4.4
32;43; TRES IRMAOS  ;24;4.4
32;45; JUPIA        ;383;1.8
32;46; P. PRIMAVERA ;660;17.8
32;47; A.A. LAYDNER ;100;6.9
32;48; PIRAJU       ;2;0.1
33;1; CAMARGOS     ;101;0.6
33;2; ITUTINGA     ;0;0
33;4; FUNIL-GRANDE ;178;3.8
33;6; FURNAS       ;518;11
33;7; M. DE MORAES ;188;1.1
33;8; ESTREITO     ;43;0.2
33;9; JAGUARA      ;18;0.2
33;10; IGARAPAVA    ;51;0.3
33;11; VOLTA GRANDE ;115;2.4
33;12; P. COLOMBIA  ;279;9.4
33;14; CACONDE      ;45;1.2
33;15; E. DA CUNHA  ;28;2.1
33;16; A.S.OLIVEIRA ;1;0.1
33;17; MARIMBONDO   ;575;55.7
33;18; A. VERMELHA  ;305;9.8
33;20; BATALHA      ;197;4.6
33;21; SERRA FACAO  ;123;0.9
33;24; EMBORCACAO   ;421;13.1
33;25; NOVA PONTE   ;410;2.2
33;26; MIRANDA      ;17;1.5
33;27; CAPIM BRANC1 ;2;0.6
33;28; CAPIM BRANC2 ;5;1.5
33;29; CORUMBA IV   ;127;3.1
33;30; CORUMBA I    ;299;5.8
33;31; ITUMBIARA    ;392;13.6
33;32; CACH.DOURADA ;69;1.6
33;33; SAO SIMAO    ;1153;26
33;34; I. SOLTEIRA  ;369;4.1
33;37; BARRA BONITA ;281;55.3
33;38; A.S. LIMA    ;76;7.9
33;39; IBITINGA     ;146;5.5
33;40; PROMISSAO    ;53;3.7
33;42; NAVANHANDAVA ;21;4.4
33;43; TRES IRMAOS  ;24;4.4
33;45; JUPIA        ;383;1.8
33;46; P. PRIMAVERA ;660;17.8
33;47; A.A. LAYDNER ;100;6.9
33;48; PIRAJU       ;2;0.1
34;1; CAMARGOS     ;101;0.6
34;2; ITUTINGA     ;0;0
34;4; FUNIL-GRANDE ;178;3.8
34;6; FURNAS       ;518;11
34;7; M. DE MORAES ;188;1.1
34;8; ESTREITO     ;43;0.2
34;9; JAGUARA      ;18;0.2
34;10; IGARAPAVA    ;51;0.3
34;11; VOLTA GRANDE ;115;2.4
34;12; P. COLOMBIA  ;279;9.4
34;14; CACONDE      ;45;1.2
34;15; E. DA CUNHA  ;28;2.1
34;16; A.S.OLIVEIRA ;1;0.1
34;17; MARIMBONDO   ;575;55.7
34;18; A. VERMELHA  ;305;9.8
34;20; BATALHA      ;197;4.6
34;21; SERRA FACAO  ;123;0.9
34;24; EMBORCACAO   ;421;13.1
34;25; NOVA PONTE   ;410;2.2
34;26; MIRANDA      ;17;1.5
34;27; CAPIM BRANC1 ;2;0.6
34;28; CAPIM BRANC2 ;5;1.5
34;29; CORUMBA IV   ;127;3.1
34;30; CORUMBA I    ;299;5.8
34;31; ITUMBIARA    ;392;13.6
34;32; CACH.DOURADA ;69;1.6
34;33; SAO SIMAO    ;1153;26
34;34; I. SOLTEIRA  ;369;4.1
34;37; BARRA BONITA ;281;55.3
34;38; A.S. LIMA    ;76;7.9
34;39; IBITINGA     ;146;5.5
34;40; PROMISSAO    ;53;3.7
34;42; NAVANHANDAVA ;21;4.4
34;43; TRES IRMAOS  ;24;4.4
34;45; JUPIA        ;383;1.8
34;46; P. PRIMAVERA ;660;17.8
34;47; A.A. LAYDNER ;100;6.9
34;48; PIRAJU       ;2;0.1
35;1; CAMARGOS     ;101;0.6
35;2; ITUTINGA     ;0;0
35;4; FUNIL-GRANDE ;178;3.8
35;6; FURNAS       ;518;11
35;7; M. DE MORAES ;188;1.1
35;8; ESTREITO     ;43;0.2
35;9; JAGUARA      ;18;0.2
35;10; IGARAPAVA    ;51;0.3
35;11; VOLTA GRANDE ;115;2.4
35;12; P. COLOMBIA  ;279;9.4
35;14; CACONDE      ;45;1.2
35;15; E. DA CUNHA  ;28;2.1
35;16; A.S.OLIVEIRA ;1;0.1
35;17; MARIMBONDO   ;575;55.7
35;18; A. VERMELHA  ;305;9.8
35;20; BATALHA      ;197;4.6
35;21; SERRA FACAO  ;123;0.9
35;24; EMBORCACAO   ;421;13.1
35;25; NOVA PONTE   ;410;2.2
35;26; MIRANDA      ;17;1.5
35;27; CAPIM BRANC1 ;2;0.6
35;28; CAPIM BRANC2 ;5;1.5
35;29; CORUMBA IV   ;127;3.1
35;30; CORUMBA I    ;299;5.8
35;31; ITUMBIARA    ;392;13.6
35;32; CACH.DOURADA ;69;1.6
35;33; SAO SIMAO    ;1153;26
35;34; I. SOLTEIRA  ;369;4.1
35;37; BARRA BONITA ;281;55.3
35;38; A.S. LIMA    ;76;7.9
35;39; IBITINGA     ;146;5.5
35;40; PROMISSAO    ;53;3.7
35;42; NAVANHANDAVA ;21;4.4
35;43; TRES IRMAOS  ;24;4.4
35;45; JUPIA        ;383;1.8
35;46; P. PRIMAVERA ;660;17.8
35;47; A.A. LAYDNER ;100;6.9
35;48; PIRAJU       ;2;0.1
36;1; CAMARGOS     ;101;0.6
36;2; ITUTINGA     ;0;0
36;4; FUNIL-GRANDE ;178;3.8
36;6; FURNAS       ;518;11
36;7; M. DE MORAES ;188;1.1
36;8; ESTREITO     ;43;0.2
36;9; JAGUARA      ;18;0.2
36;10; IGARAPAVA    ;51;0.3
36;11; VOLTA GRANDE ;115;2.4
36;12; P. COLOMBIA  ;279;9.4
36;14; CACONDE      ;45;1.2
36;15; E. DA CUNHA  ;28;2.1
36;16; A.S.OLIVEIRA ;1;0.1
36;17; MARIMBONDO   ;575;55.7
36;18; A. VERMELHA  ;305;9.8
36;20; BATALHA      ;197;4.6
36;21; SERRA FACAO  ;123;0.9
36;24; EMBORCACAO   ;421;13.1
36;25; NOVA PONTE   ;410;2.2
36;26; MIRANDA      ;17;1.5
36;27; CAPIM BRANC1 ;2;0.6
36;28; CAPIM BRANC2 ;5;1.5
36;29; CORUMBA IV   ;127;3.1
36;30; CORUMBA I    ;299;5.8
36;31; ITUMBIARA    ;392;13.6
